LOGIN,PERSON_BUSINESS_TITLE,PERSON_BUSINESS_TITLE_DETAIL,PERSON_COMPANY,PERSON_DEPTNAME,PERSON_JOB_CODE,PERSON_JOB_FAMILY,PERSON_LOCATION,PERSON_MGR_ID,PERSON_ROLLUP_1,PERSON_ROLLUP_2,PERSON_ROLLUP_3
63538,35556,8,33844,33928,33309,33930,6,35555,33426,33927,33428
63527,34936,8,33844,33854,9,33712,6,35466,33426,33853,33428
63497,35556,8,33844,33928,33309,33930,6,35555,33426,33927,33428
63493,63494,8,33290,34862,9,33526,6,53579,33521,34861,33523
63476,51741,8,33290,35018,33289,33347,6,49802,33347,35017,33502
63467,63468,8,33290,34573,33431,33291,6,50022,33283,34572,33285
63464,33336,8,33313,33438,33275,11,6,33816,2,3,4
63441,33336,8,33313,33438,33275,11,6,35675,2,3,4
63436,36296,8,33290,34573,33289,33291,6,63437,33283,34572,33285
63425,33518,33344,33346,33598,33431,33430,6,36879,33339,33895,33341
63412,63413,8,33296,33375,33289,11,6,58177,2,3,4
63392,63393,8,33290,33731,9,33430,6,38505,2,33730,4
63360,63361,8,33290,34131,33431,33291,6,40235,33283,40171,33285
63337,63338,8,33290,36928,33326,33526,6,41559,33521,36927,33523
63313,33518,8,33290,34398,9,33430,6,34396,33299,34397,33301
63307,33336,8,33269,33307,33275,11,6,33510,2,3,4
63304,33708,8,33290,35207,33268,33270,6,40436,33521,33265,33523
63296,58496,8,33290,33549,33368,33526,6,35655,33521,34787,33523
63273,37592,8,33408,33966,33289,33370,6,34028,2,33365,4
63249,33478,8,33290,36015,33431,33430,6,55749,33283,35543,33285
63218,33336,8,33269,33307,33275,11,6,34504,2,3,4
63200,63201,8,33617,34171,9,33618,6,43013,33416,33614,33418
63147,63148,8,33290,35926,33345,33430,6,42768,33339,34566,33341
63143,33616,8,34210,35516,33289,33461,6,38150,33416,34207,33418
63142,33677,8,33290,33787,33289,33678,6,38376,33426,33675,33428
63120,63122,34383,33290,33350,9,33291,6,63121,33283,33885,33285
63103,33518,8,33290,33731,9,33430,6,44888,2,33730,4
63089,33947,8,33290,49910,9,33430,6,43490,33416,33529,33418
63074,33691,8,33290,38121,33289,33430,6,38120,2,34181,4
63063,36431,8,33290,36928,9,33526,6,41325,33521,36927,33523
63054,33622,8,33290,37199,9,33604,6,38848,33316,34024,33317
63035,63036,8,10,5,33326,11,6,34633,2,3,4
63024,63025,8,33290,34041,9,33678,6,57871,33426,33675,33428
63012,63013,8,33904,33870,33326,33291,6,39788,2,3,4
63003,46481,8,33388,34556,33326,33430,6,34555,33316,34024,33317
62988,62990,8,33290,53382,33326,33526,6,62989,33521,34787,33523
62977,62978,8,33290,34012,33345,33526,6,37766,33521,34012,33523
62951,62952,8,33290,34319,33431,33526,6,36187,33521,35013,33523
62939,34918,8,33313,33467,33431,11,6,37531,2,3,4
62870,33336,8,33313,33307,33275,11,6,42097,2,3,4
62837,33478,8,33290,33621,33431,33430,6,39200,33426,33621,33428
62826,62827,8,33290,35018,33289,33347,6,45821,33347,35017,33502
62819,38938,8,33290,35112,33431,33291,6,35111,33416,33529,33418
62808,39850,8,33290,35454,33326,33430,6,37473,33426,35335,33428
62788,38320,8,33320,33386,33289,33657,6,33655,33316,33385,33317
62769,33677,8,33290,34041,33309,33678,6,38056,33426,33675,33428
62758,36249,8,33290,34025,33431,33430,6,59147,33316,34024,33317
62754,35120,8,33269,34200,9,33657,6,35119,2,33730,4
62752,33336,8,33276,33307,33275,11,6,34124,2,3,4
62735,62736,8,33313,34012,33326,33526,6,46337,33521,34012,33523
62712,33622,8,33290,34556,33431,33604,6,34555,33316,34024,33317
62690,62691,8,33290,45499,33345,33430,6,53401,33357,33358,33359
62667,35236,8,33313,33438,33289,33403,6,33463,2,3,4
62651,62652,8,33290,40460,9,34539,6,40595,33299,36226,33301
62640,33518,8,33290,33936,9,33430,6,44052,33283,33447,33285
62632,36473,8,33408,33366,33289,33370,6,35771,2,33365,4
62616,33518,8,33290,34891,9,33430,6,38730,33299,33790,33301
62588,33862,8,33290,33861,9,33863,6,38757,33299,33395,33301
62586,62587,8,33290,33769,33326,33347,6,38342,2,33768,4
62547,62548,33288,33290,33286,33289,33291,6,38417,33283,33284,33285
62535,7,8,33296,33553,9,11,6,55935,2,3,4
62501,41568,8,33290,37709,33431,37073,6,41059,33283,33447,33285
62496,33518,8,33904,34251,33289,33430,6,62497,2,33730,4
62492,33518,8,33290,34793,9,33430,6,41894,33299,33601,33301
62475,33518,8,33290,34752,9,33430,6,40285,33299,34471,33301
62472,62473,8,10,5,33345,11,6,43122,2,3,4
62452,33518,8,33290,35454,9,33430,6,35453,33426,35335,33428
62426,33947,8,33290,34251,9,33430,6,39582,2,33730,4
62423,62424,8,33504,33775,33326,33291,6,42121,33283,34193,33285
62422,33691,8,33290,35454,33289,33430,6,37776,33426,35335,33428
62420,62421,8,33290,33386,33289,33657,6,36672,33316,33385,33317
62415,62417,8,33408,33366,33309,33450,6,62416,2,33365,4
62397,33518,8,33290,35920,9,33430,6,35919,2,33365,4
62381,43407,8,33296,33438,33309,11,6,34324,2,3,4
62363,33518,8,33290,35132,9,33430,6,38201,33283,33447,33285
62358,33677,8,33290,33676,33289,33678,6,33674,33426,33675,33428
62353,33862,8,33290,39584,33431,33863,6,39957,33316,33385,33317
62349,36431,8,33290,36928,9,33526,6,62247,33521,36927,33523
62343,62344,8,33290,35159,33345,33526,6,46624,33521,35659,33523
62309,40791,8,33313,33769,33289,33347,6,45888,2,33768,4
62284,62285,45511,34913,34910,34576,34577,6,34571,33283,33284,33285
62246,35895,8,33290,36928,33431,33526,6,62247,33521,36927,33523
62223,62224,8,33290,39341,33431,33291,6,40728,33283,36494,33285
62221,53552,8,33290,35374,33326,33430,6,49587,33426,33675,33428
62208,33616,8,33388,37510,33431,33461,6,37509,33316,34256,33317
62169,33336,8,33313,33307,33275,11,6,36868,2,3,4
62133,37832,8,33290,36928,33289,33526,6,49029,33521,36927,33523
62086,46183,8,33369,37239,33431,33370,6,57740,2,33365,4
62066,37592,8,33408,33366,33289,33370,6,37591,2,33365,4
62047,62049,8,33290,35018,33345,33347,6,62048,33347,35017,33502
62014,62015,51484,33290,34381,33431,33291,6,51482,33283,33584,33285
62010,62011,8,33290,35207,9,33526,6,35206,33521,34787,33523
61989,61990,40163,33290,38008,33326,33291,6,50680,33283,40641,33285
61963,33518,33344,33346,33598,9,33430,6,34032,33339,33895,33341
61959,33691,8,33290,35926,9,33430,6,44738,33339,34566,33341
61945,61946,8,35275,37043,9,33461,6,37042,33339,35884,33341
61941,36431,8,33290,33396,9,33430,6,33394,33299,33395,33301
61915,33518,8,33290,35926,9,33430,6,44738,33339,34566,33341
61878,39015,8,33290,36369,9,33930,6,36368,33426,33427,33428
61874,36214,8,33290,35336,33431,33423,6,52808,33426,35335,33428
61857,61858,8,33290,34353,33326,33905,6,34352,33316,34024,33317
61812,44503,8,33290,35132,33326,33430,6,37339,33283,33447,33285
61798,61799,8,33290,35926,9,33739,6,41301,33339,34566,33341
61796,49012,8,33290,33667,33289,33291,6,43526,33283,33666,33285
61795,33760,8,33296,34917,33345,11,6,43122,2,3,4
61726,61728,35798,33290,35796,33289,33291,6,61727,33283,35795,33285
61721,61722,8,33290,42268,9,33863,6,42267,33299,33395,33301
61706,33518,8,33422,35822,9,33430,6,44009,33283,33284,33285
61693,61695,8,33290,34862,33431,33526,6,61694,33521,34861,33523
61682,33694,8,33296,33438,33309,11,6,35440,2,3,4
61667,34425,8,33408,33366,33289,33370,6,34424,2,33365,4
61665,38332,8,33290,34012,33431,33526,6,38088,33521,34012,33523
61659,45074,8,33290,37386,9,33863,6,46860,33299,34471,33301
61657,41560,8,33290,36928,33345,33526,6,41559,33521,36927,33523
61635,37578,8,33290,33690,9,33430,6,42632,33416,33689,33418
61627,61628,8,33904,42245,33431,33430,6,37919,2,33730,4
61620,33677,8,33290,33787,33289,33678,6,33786,33426,33675,33428
61604,33518,8,33290,35571,9,33430,6,39285,33283,35570,33285
61570,41671,8,33276,33769,33289,33347,6,43560,2,33768,4
61555,34670,8,33408,33366,33309,33370,6,34667,2,33365,4
61533,33336,8,33313,33279,33275,11,6,34343,2,3,4
61520,34246,8,33313,33438,33289,33403,6,33671,2,3,4
61518,36850,8,33904,35336,33431,33461,6,49601,33426,35335,33428
61500,61501,8,33388,34556,34576,34613,6,43480,33316,34024,33317
61471,47635,8,33290,36556,9,33930,6,61472,33426,33927,33428
61465,33622,8,33290,33517,9,33604,6,54569,33357,33458,33359
61427,37150,8,33290,34047,33345,34046,6,36477,34046,34047,34048
61422,35162,8,33369,33406,33289,33370,6,45608,2,33365,4
61414,36985,8,33313,33769,33309,33347,6,45888,2,33768,4
61413,39634,8,33408,33406,33289,33370,6,34001,2,33365,4
61377,61378,8,33290,34041,33289,33678,6,38056,33426,33675,33428
61356,33518,8,33290,33621,9,33430,6,33946,33426,33621,33428
61340,61341,40171,33290,34131,33431,33291,6,40235,33283,40171,33285
61338,51436,8,33904,34016,33326,33604,6,34015,2,33730,4
61335,34496,8,33290,34025,33431,33430,6,40217,33316,34024,33317
61317,61318,33288,33290,33286,33326,34577,6,37417,33283,33284,33285
61279,61280,8,33290,34956,33431,33430,6,36781,33416,33476,33418
61274,39133,8,33369,33366,33289,33370,6,35756,2,33365,4
61254,36473,8,33408,33366,33289,33370,6,36472,2,33365,4
61252,33691,8,33290,33477,33289,33430,6,50844,33416,33476,33418
61249,41783,8,33296,33769,33289,33347,6,41880,2,33768,4
61247,45927,8,33290,34662,33289,33291,6,61248,33283,36494,33285
61238,34936,8,33290,34979,33289,33712,6,41559,33521,34979,33523
61197,33489,8,33313,33273,33275,11,6,33825,2,3,4
61195,39829,33421,33422,40592,9,34717,6,41340,33416,34542,33418
61184,33333,8,33313,33467,33268,33270,6,38169,2,33265,4
61179,33336,8,33313,33438,33275,11,6,35675,2,3,4
61176,33518,8,33290,33621,9,33430,6,44761,33426,33621,33428
61169,35123,8,33408,33366,33309,33370,6,35861,2,33365,4
61161,36827,8,33269,33266,9,11,6,47627,2,3,4
61157,36877,8,33290,33999,33431,33430,6,51901,33426,33427,33428
61149,36431,8,33290,36928,9,33526,6,42549,33521,36927,33523
61146,36808,8,33296,33307,33309,11,6,34498,2,3,4
61125,36929,8,33290,36928,33431,33526,6,40708,33521,36927,33523
61114,33518,8,33290,35600,9,33430,6,61115,33283,34432,33285
61090,33518,8,33290,49910,33431,33430,6,43490,33416,33529,33418
61088,61089,8,33290,34862,33431,33526,6,60345,33521,34861,33523
61081,35630,8,33296,35629,33268,33270,6,35628,2,33265,4
61057,44890,8,33408,36100,33309,33370,6,36099,2,33365,4
61041,39850,33344,33346,33598,33326,33430,6,38577,33339,33895,33341
61013,33708,8,33290,34956,33268,33270,6,34955,33416,33476,33418
60978,33387,8,33313,35629,33431,33389,6,57706,2,3,4
60964,33336,8,33296,33307,33275,11,6,33963,2,3,4
60951,33691,8,33290,33448,9,33430,6,33883,33283,33447,33285
60945,33947,8,33290,34398,9,33430,6,34396,33299,34397,33301
60943,33933,8,33369,33366,33309,33370,6,36470,2,33365,4
60931,60934,8,33290,60933,9,33712,6,60932,33521,60933,33523
60904,60905,8,33290,33676,9,33678,6,57871,33426,33675,33428
60892,43061,8,33290,33360,33431,33423,6,37252,33357,33358,33359
60891,7,8,33296,33375,9,11,6,54357,2,3,4
60864,60865,8,33290,34862,33345,33526,6,45267,33521,34861,33523
60834,33442,8,33276,33438,33309,11,6,38660,2,3,4
60833,34936,8,33290,34363,9,33712,6,38127,33316,33385,33317
60788,34390,8,33269,33438,33309,11,6,34389,2,3,4
60755,33518,8,33290,33360,9,33430,6,60756,33357,33358,33359
60714,35816,8,33290,33676,9,33678,6,35815,33426,33675,33428
60700,60701,8,33904,33902,33431,33430,6,36605,2,33730,4
60696,33518,8,33290,34251,9,33430,6,41788,2,33730,4
60692,33622,33777,33290,35963,33431,33423,6,41830,33416,35962,33418
60690,36877,8,33290,33517,33431,33430,6,36991,33357,33458,33359
60651,39143,35227,33313,34573,33289,33595,6,37839,33283,34572,33285
60629,36978,8,33290,33360,33431,33604,6,37252,33357,33358,33359
60608,33708,8,33290,36213,33268,33270,6,38854,2,34181,4
60591,57887,8,33455,33568,33431,33526,6,37672,2,34012,4
60573,57887,8,33269,33568,33431,33526,6,60574,2,34012,4
60560,33518,8,33290,33840,9,33430,6,46249,33299,33395,33301
60551,60552,8,33313,33300,33431,33678,6,36897,2,34181,4
60550,43748,8,33290,33870,33431,35134,6,43747,2,3,4
60541,33333,8,33313,33438,33268,33270,6,33466,2,33265,4
60532,40887,8,33290,47021,9,33347,6,39159,33416,34279,33418
60514,60515,8,33290,44155,33431,33604,6,52396,33283,33447,33285
60498,33518,8,33290,34793,9,33430,6,45661,33299,33601,33301
60484,7,8,33276,33485,9,11,6,41638,2,3,4
60467,34568,8,33290,33593,9,34569,6,44868,33416,33529,33418
60446,33817,8,33313,33438,33309,11,6,33488,2,3,4
60444,33518,8,33290,37863,9,33430,6,37862,33316,34024,33317
60437,40395,8,34493,34491,33270,33587,6,47167,33283,34490,33285
60403,36877,8,33290,33429,33431,33430,6,58386,33426,33427,33428
60401,37829,8,33290,34138,33431,33604,6,38258,33299,33395,33301
60359,37560,8,33369,33366,33289,33370,6,34836,2,33365,4
60344,60346,8,33290,34862,33431,33526,6,60345,33521,34861,33523
60284,35467,8,33844,33854,33431,33968,6,37903,33426,33853,33428
60265,36431,8,36145,34862,9,33526,6,60266,33521,34861,33523
60254,60255,8,33276,35629,33345,11,6,53063,2,3,4
60252,60253,8,38290,35228,33431,33291,6,56259,33283,33975,33285
60249,60250,36172,33290,35301,33431,33930,6,53162,33416,33529,33418
60224,33518,8,33290,36505,9,33430,6,42427,33416,33689,33418
60201,33691,8,33290,40724,33289,33430,6,53149,33416,35971,33418
60187,52258,8,33290,33676,33289,33678,6,38056,33426,33675,33428
60184,38360,8,33290,34573,9,34539,6,40459,33283,34572,33285
60179,33518,8,33290,34480,9,33430,6,49080,33316,34024,33317
60144,60145,8,33290,35159,33326,33526,6,44588,33521,35659,33523
60132,60133,8,33904,34063,33431,33430,6,34062,2,33365,4
60115,60116,8,33313,33438,33309,33403,6,34260,2,3,4
60109,60110,33777,33290,33775,33326,33291,6,36343,33283,33323,33285
60088,60089,8,33290,38881,34576,34613,6,37093,33299,33601,33301
60051,53041,8,33290,36015,33431,33430,6,36502,33283,35543,33285
60038,33518,8,33904,33731,9,33430,6,48423,2,33730,4
60005,45866,8,33269,33266,33431,11,6,58584,2,3,4
60004,37080,8,33844,33854,33431,33461,6,36628,33426,33853,33428
59987,59988,8,33290,34857,33326,33526,6,45034,33521,34856,33523
59981,59982,8,33904,34935,33345,33423,6,38965,2,34181,4
59968,33518,8,33290,33517,9,33430,6,40321,33357,33458,33359
59953,59954,59955,33290,34025,34576,34613,6,43480,33316,34024,33317
59943,59944,8,33290,34862,33289,33526,6,43308,33521,34861,33523
59938,33336,8,33313,33307,33275,11,6,35029,2,3,4
59933,36016,8,33290,45530,9,34539,6,58398,33416,33476,33418
59930,59931,8,33290,34131,33289,33291,6,34130,33283,40171,33285
59924,40667,8,33422,33828,33289,34569,6,42800,33416,33689,33418
59896,41145,8,34210,34208,33289,33657,6,36541,33416,34207,33418
59840,33518,8,33388,34556,9,33430,6,35892,33316,34024,33317
59833,33518,8,33290,34891,9,33430,6,34890,33299,33790,33301
59822,33518,8,33290,36487,9,33430,6,50844,33416,33476,33418
59815,59816,8,33290,34047,9,34046,6,40570,34046,34047,34048
59801,59802,8,33290,35768,33431,33863,6,36893,33316,33385,33317
59753,33336,8,33296,33307,33275,11,6,37943,2,3,4
59726,59727,8,33290,44260,33431,33347,6,50905,33347,35017,33502
59714,36089,8,33290,36088,33345,33526,6,46521,33521,36087,33523
59702,59256,8,33290,42582,33431,38385,6,42580,33316,42581,33317
59696,59697,8,33290,33350,33431,33291,6,46402,33283,33885,33285
59680,33336,8,33276,33307,33275,11,6,34285,2,3,4
59674,33336,8,33276,33307,33275,11,6,34321,2,3,4
59668,44404,8,33313,33438,33309,11,6,35675,2,3,4
59618,59619,40163,33290,33350,33345,34577,6,37960,33283,33885,33285
59566,59567,8,33290,34956,9,34569,6,34955,33416,33476,33418
59528,57459,8,33290,35207,33289,33526,6,40436,33521,34787,33523
59521,33518,33751,33290,34134,33289,33430,6,36781,33416,33476,33418
59519,58491,8,33269,33769,33326,33347,6,34646,2,33768,4
59516,7,8,33276,33485,9,11,6,50618,2,3,4
59500,33518,8,33290,44155,9,33430,6,44154,33283,33447,33285
59494,33518,8,33290,34752,9,33430,6,43421,33299,34471,33301
59491,37080,33777,33290,33775,33431,33461,6,41620,33283,33323,33285
59483,33518,35217,35218,35215,9,33430,6,36776,33339,35215,33341
59466,36093,8,33290,34047,33326,34046,6,48548,34046,34047,34048
59442,36249,8,33290,34433,33431,33430,6,42494,33283,34432,33285
59439,41822,8,33290,34047,33345,34046,6,37149,34046,34047,34048
59405,35375,8,33290,33549,33431,33450,6,43945,33521,34787,33523
59396,35165,8,33290,41152,33431,33526,6,59397,33521,41152,33523
59381,33691,34665,33290,34483,33289,33430,6,34482,33283,34411,33285
59372,33336,8,33313,33307,33275,11,6,34931,2,3,4
59341,48670,8,33844,36556,33309,33930,6,36006,33426,33927,33428
59328,34557,8,33290,35374,33431,33430,6,49587,33426,33675,33428
59314,37366,8,33290,42620,33326,33347,6,59315,33347,42620,33502
59233,33518,8,33290,33530,9,33430,6,59234,33416,33529,33418
59229,36249,8,33290,38378,33431,33430,6,37110,33283,34432,33285
59223,59224,8,33844,33854,34576,59225,6,40533,33426,33853,33428
59215,33518,8,33290,37863,9,33430,6,37862,33316,34024,33317
59214,51605,8,33290,33429,9,34569,6,38167,33426,33427,33428
59178,33694,8,33313,33273,33309,11,6,36433,2,3,4
59166,33518,8,33388,34556,9,33430,6,37072,33316,34024,33317
59159,59161,8,38785,38783,9,33291,6,59160,33283,33584,33285
59123,38144,8,33290,36667,9,33430,6,34565,33339,34566,33341
59111,33518,8,33290,35835,33289,33430,6,59112,33316,33385,33317
59104,33947,8,33290,33731,9,33430,6,59105,2,33730,4
59102,36985,8,33313,33769,33309,33347,6,59103,2,33768,4
59096,59097,8,33290,33626,33326,33628,6,33624,33521,33625,33523
58998,33336,8,33276,33279,33275,11,6,35482,2,3,4
58993,58994,8,33290,35454,9,33430,6,41062,33426,35335,33428
58988,58989,8,33290,34047,33431,34046,6,37149,34046,34047,34048
58958,34390,8,33313,33438,33309,11,6,42144,2,3,4
58945,33677,8,33290,33787,33289,33678,6,38376,33426,33675,33428
58910,58912,8,33904,34063,9,33461,6,58911,2,33365,4
58885,33270,8,33290,33549,33268,33270,6,39801,33521,33265,33523
58878,37818,8,33290,34163,33431,600,6,37817,33357,33458,33359
58874,58876,8,33290,34412,33431,33291,6,58875,33283,34411,33285
58812,51800,8,34210,34208,9,11,6,51799,33416,34207,33418
58807,35402,8,33422,33828,9,34569,6,43024,33416,33689,33418
58806,36877,8,33290,35926,33431,33430,6,36876,33339,34566,33341
58794,38440,8,33290,34222,33289,33968,6,43864,33426,33853,33428
58776,33336,8,33313,33307,33275,11,6,36352,2,3,4
58766,34918,8,33313,33467,33431,11,6,58767,2,3,4
58698,58699,8,33313,34535,33289,34553,6,34551,33283,33447,33285
58652,33489,8,10,33279,33275,11,6,33606,2,3,4
58649,34390,8,33296,33438,33309,11,6,41343,2,3,4
58639,42379,8,33276,33485,33431,11,6,38593,2,3,4
58634,33336,8,33455,33279,33275,11,6,34095,2,3,4
58627,58628,8,33313,33467,33431,11,6,37531,2,3,4
58594,35556,8,33844,33928,33309,33930,6,37312,33426,33927,33428
58586,42518,8,33290,33477,9,600,6,38117,33416,33476,33418
58580,34883,8,33408,33966,33309,33370,6,34882,2,33365,4
58576,36883,8,10,33438,33289,33403,6,36882,2,3,4
58543,33442,8,33296,33438,33309,11,6,37163,2,3,4
58540,58541,8,33313,33438,33268,33270,6,43623,2,33265,4
58535,33691,8,33290,35132,9,33430,6,50307,33283,33447,33285
58533,33336,8,33313,33279,33275,11,6,34763,2,3,4
58495,58496,8,33290,33549,33368,33526,6,37900,33521,34787,33523
58485,33622,8,33290,39171,9,33930,6,40891,33426,33927,33428
58484,40783,8,33439,33438,33289,33657,6,35593,2,3,4
58474,33691,8,33290,34793,33289,33430,6,41894,33299,33601,33301
58433,58434,8,33290,45870,33431,33362,6,45234,33339,35899,33341
58423,33518,8,33290,33517,9,33430,6,33516,33357,33458,33359
58372,58373,8,33290,39584,33289,33604,6,39957,33316,33385,33317
58303,58305,8,33290,38378,33431,34435,6,58304,33283,34432,33285
58299,58300,8,33290,34862,33431,33526,6,53174,33521,34861,33523
58263,58264,8,33904,34935,9,33430,6,55593,2,34181,4
58248,7,8,33455,33453,9,11,6,58249,2,3,4
58241,33336,8,33269,33307,33275,11,6,34369,2,3,4
58211,49687,8,33290,41152,33326,33526,6,58212,33521,41152,33523
58192,58193,8,33290,33524,33326,33526,6,33520,33521,33522,33523
58157,33336,8,33313,33307,33275,11,6,36768,2,3,4
58153,58155,8,33290,33477,33431,35276,6,58154,33416,33476,33418
58148,58150,33751,33290,35301,33326,33423,6,58149,33416,33529,33418
58134,33518,8,33388,34556,9,33430,6,40599,33316,34024,33317
58114,58115,8,33290,35551,33431,33291,6,48438,33283,33584,33285
58097,44503,8,33290,44332,33326,33430,6,41986,33357,44331,33359
58092,58093,34383,33290,47909,9,34780,6,34271,33283,33885,33285
58086,35120,8,34210,35516,9,33657,6,58087,33416,34207,33418
58059,40456,8,33290,35112,33431,33291,6,35705,33416,33529,33418
58047,36877,8,33290,34102,33431,33430,6,40828,33299,33790,33301
58045,58046,8,33290,34535,33431,34553,6,35486,33283,33447,33285
58043,45074,8,33276,33568,33289,33526,6,48243,2,34012,4
58039,58040,40163,33290,38008,33431,33291,6,50680,33283,40641,33285
58032,39231,8,33290,34251,9,33430,6,58033,2,33730,4
58014,50075,44965,33290,39341,9,33291,6,39340,33283,36494,33285
57986,57987,8,33320,33386,33289,33863,6,34655,33316,33385,33317
57911,57913,8,33290,33602,33326,33430,6,57912,33299,33601,33301
57903,7,8,33296,33553,9,11,6,38895,2,3,4
57894,35927,8,33290,35926,9,33304,6,35925,33339,34566,33341
57886,57887,8,33313,33568,33431,33526,6,45594,2,34012,4
57883,43335,8,33844,36556,33309,33930,6,36006,33426,33927,33428
57876,33933,8,33369,33366,33309,33370,6,36470,2,33365,4
57859,36850,8,33290,33902,33431,33461,6,36605,2,33730,4
57845,35480,8,34210,33366,33289,33930,6,38022,33416,34207,33418
57842,47169,8,33290,33517,33431,33430,6,36991,33357,33458,33359
57803,33478,8,33290,34138,9,33430,6,38258,33299,33395,33301
57801,57802,8,33290,36928,34576,36052,6,36050,33521,36927,33523
57798,57799,8,33290,43529,34576,40072,6,40070,33347,43529,33502
57761,34936,8,33290,33621,9,33712,6,57762,33426,33621,33428
57747,57748,34665,33290,34412,33345,34577,6,35788,33283,34411,33285
57717,57718,8,33290,37490,33326,33430,6,44584,33299,33395,33301
57713,48781,8,33290,33690,33431,33430,6,36504,33416,33689,33418
57687,35375,8,33290,33621,33289,33450,6,40822,33426,33621,33428
57686,33336,8,33455,33307,33275,11,6,33909,2,3,4
57679,44270,8,33844,36556,33289,33930,6,42510,33426,33927,33428
57671,37456,8,33290,33517,9,33430,6,44900,33357,33458,33359
57669,57670,8,33844,36556,33289,33930,6,42510,33426,33927,33428
57668,7,8,33313,33467,9,11,6,39753,2,3,4
57665,57666,8,33904,33902,33345,33430,6,46926,2,33730,4
57661,57662,8,33290,35516,33431,33461,6,45093,33416,33529,33418
57632,57633,36662,33290,36661,33326,33291,6,39571,33283,33284,33285
57624,41822,8,33290,34047,33345,34046,6,48548,34046,34047,34048
57608,33498,8,33290,33497,33289,34780,6,33496,33283,33323,33285
57580,57581,8,33290,35516,9,33833,6,35515,33416,33529,33418
57568,33336,8,33313,33273,33275,11,6,33640,2,3,4
57544,33518,8,33290,33621,9,33430,6,39019,33426,33621,33428
57543,33478,8,33290,33593,9,33430,6,51996,33416,33529,33418
57524,36521,33777,33290,33775,9,33291,6,33774,33283,33323,33285
57513,33430,8,33290,33517,9,33430,6,33516,33357,33458,33359
57509,35660,8,33290,35159,9,33526,6,57510,33521,35659,33523
57486,57487,8,33290,37386,9,33863,6,46860,33299,34471,33301
57480,57481,57482,33290,33530,9,33461,6,36230,33416,33529,33418
57461,33694,8,33313,33438,33309,11,6,57462,2,3,4
57425,55210,8,33290,37995,33431,33430,6,40850,33357,37994,33359
57420,57421,35217,35218,35215,33431,33430,6,43236,33339,35215,33341
57407,33308,8,33455,33279,33309,11,6,35054,2,3,4
57400,36521,8,33290,34131,9,33291,6,40473,33283,40171,33285
57393,33336,8,33269,33279,33275,11,6,33278,2,3,4
57392,33518,8,33290,35600,9,33430,6,47548,33283,34432,33285
57357,57358,40171,33290,34131,33431,33461,6,40235,33283,40171,33285
57332,37592,8,33408,33366,33289,33370,6,35161,2,33365,4
57327,33413,8,33369,33406,33309,33370,6,34098,2,33365,4
57322,33518,8,33290,34251,33289,33430,6,36580,2,33730,4
57318,40783,8,10,34200,33289,33657,6,38155,2,33730,4
57301,57303,8,33290,33775,33431,33291,6,57302,33283,33323,33285
57247,33933,8,33369,33366,33309,33370,6,33932,2,33365,4
57243,57244,8,33313,33438,33309,33347,6,35728,2,3,4
57194,33518,8,33290,33621,9,33430,6,45258,33426,33621,33428
57186,33691,8,33290,35571,9,33430,6,40930,33283,35570,33285
57144,57145,44965,33290,39341,33431,33291,6,39340,33283,36494,33285
57133,33336,8,33296,33438,33275,11,6,35692,2,3,4
57125,39896,8,33320,33386,33309,33657,6,39895,33316,33385,33317
57122,33518,8,33290,33731,33289,33430,6,1824,2,33730,4
57120,33489,8,33313,33279,33275,11,6,34703,2,3,4
57085,33691,8,33290,34480,33431,33430,6,49080,33316,34024,33317
57078,57079,8,33408,38594,33326,33423,6,40686,2,3,4
57075,57076,8,33388,34900,33326,38385,6,44717,33316,34256,33317
57065,33622,8,33290,49581,9,33604,6,40608,33283,34432,33285
57025,33518,8,33290,34353,9,33430,6,45941,33316,34024,33317
57018,33489,8,33313,33541,33275,11,6,35022,2,3,4
57005,57006,8,33408,33366,33368,33370,6,40770,2,33365,4
56945,56946,8,33422,37780,33326,33628,6,45129,33416,33417,33418
56936,35165,8,33276,33568,33431,33526,6,56937,2,34012,4
56904,45236,8,33290,33448,33431,33604,6,39451,33283,33447,33285
56890,36431,8,33290,36928,33289,33526,6,56891,33521,36927,33523
56856,34568,8,33290,33621,33431,34569,6,37088,33426,33621,33428
56855,33336,8,33313,33307,33275,11,6,34907,2,3,4
56847,42445,8,33369,33366,33309,33370,6,44577,2,33365,4
56841,33531,8,33290,33866,33326,33430,6,35668,33299,33866,33301
56813,42923,8,33290,33549,33289,33526,6,45998,33521,34787,33523
56799,39850,37369,33290,36505,33326,33430,6,42427,33416,33689,33418
56795,33518,8,33290,34483,9,33430,6,36720,33283,34411,33285
56787,56788,8,33752,38971,33326,33347,6,53144,33416,33748,33418
56779,36757,8,33369,33366,33309,33370,6,38866,2,33365,4
56736,34743,8,33296,33375,33268,33270,6,38436,2,33265,4
56725,43407,8,33313,33279,33309,11,6,34703,2,3,4
56718,56719,8,33269,33769,33368,33712,6,41249,2,33768,4
56710,33336,8,33455,33307,33275,11,6,34877,2,3,4
56690,33336,8,33276,33307,33275,11,6,33837,2,3,4
56675,56676,8,33290,34862,33326,33526,6,53174,33521,34861,33523
56668,33518,8,33388,34353,9,33430,6,46825,33316,34024,33317
56647,56648,8,33904,34016,33431,33430,6,34015,2,33730,4
56606,33489,8,10,33273,33275,11,6,38655,2,3,4
