LOGIN,ACTION,TARGET_NAME,PERSON_BUSINESS_TITLE,PERSON_BUSINESS_TITLE_DETAIL,PERSON_COMPANY,PERSON_DEPTNAME,PERSON_JOB_CODE,PERSON_JOB_FAMILY,PERSON_LOCATION,PERSON_MGR_ID,PERSON_ROLLUP_1,PERSON_ROLLUP_2,PERSON_ROLLUP_3,REQUEST_DATE
66205,add_access,2301,66206,34005,33290,38636,33431,33461,6,40090,33283,33323,33285,2008-09-24 15:29:53
68901,add_access,7423,68902,8,33290,33667,33431,33461,6,39095,33283,33666,33285,2010-04-01 08:27:42
73925,remove_access,10119,34557,8,33290,33429,9,33430,6,38562,33426,33427,33428,2008-04-10 10:59:41
61989,add_access,7093,61990,40163,33290,38008,33326,33291,6,50680,33283,40641,33285,2008-05-22 12:00:38
50779,add_access,6895,41027,33751,33290,33667,33431,33291,6,38301,33283,33666,33285,2009-10-26 10:10:29
77907,remove_access,9206,36940,8,33290,35835,9,33863,6,59112,33316,33385,33317,2008-09-12 15:13:31
41903,add_access,9726,33336,8,33313,33438,33275,11,6,34618,2,3,4,2007-06-11 14:15:22
61377,remove_access,9959,61378,8,33290,34041,33289,33678,6,38056,33426,33675,33428,2009-07-06 10:14:24
45914,remove_access,8219,36249,8,33290,33916,33431,33430,6,36504,33416,33689,33418,2008-04-21 10:04:07
45971,add_access,10188,34918,8,33296,33294,33431,11,6,39680,2,3,4,2009-12-03 21:58:11
71552,add_access,6360,49327,8,33290,34979,33345,33526,6,45034,33521,34979,33523,2010-04-09 10:32:59
71751,remove_access,9795,40144,8,33296,34917,33326,11,6,34951,2,3,4,2006-07-10 02:07:03
76773,remove_access,10024,33518,8,33290,33621,33289,33430,6,44761,33426,33621,33428,2008-08-14 01:09:51
68848,add_access,11008,68849,8,33290,62367,37826,68850,6,36568,33521,62366,33523,2008-03-14 17:21:16
48287,remove_access,9811,48288,8,33290,33350,9,33291,6,33717,33283,33885,33285,2009-04-27 13:26:39
76358,add_access,6167,33333,8,33290,33545,33268,33270,6,35902,33521,33544,33523,2010-04-12 09:42:46
48692,add_access,1583,33622,8,33290,36667,9,33604,6,39054,33339,34566,33341,2008-08-13 09:01:26
52070,remove_access,9809,48351,8,33269,33266,33431,33678,6,36287,2,3,4,2006-09-25 02:09:28
67910,add_access,7009,42050,33751,33290,33667,9,33291,6,39095,33283,33666,33285,2008-11-19 16:50:19
61340,add_access,6320,61341,40171,33290,34131,33431,33291,6,40235,33283,40171,33285,2009-06-02 08:42:45
69409,add_access,8530,33449,8,33290,33448,33289,33450,6,33446,33283,33447,33285,2008-01-03 08:10:18
62808,remove_access,9670,39850,8,33290,35454,33326,33430,6,37473,33426,35335,33428,2006-02-10 09:48:08
52377,add_access,3924,39507,8,33290,34935,9,35134,6,40407,2,34181,4,2010-06-07 16:59:40
58485,add_access,10004,33622,8,33290,39171,9,33930,6,40891,33426,33927,33428,2005-11-08 10:00:00
39355,add_access,9194,35975,8,10,33307,33309,11,6,35352,2,3,4,2009-09-10 08:11:53
58766,add_access,10941,34918,8,33313,33467,33431,11,6,58767,2,3,4,2009-06-05 07:38:13
47923,add_access,6862,38476,33288,33290,33286,33431,33291,6,39481,33283,33284,33285,2010-06-15 08:14:58
61812,add_access,9001,44503,8,33290,35132,33326,33430,6,37339,33283,33447,33285,2010-08-30 11:26:53
42095,add_access,11316,39732,8,33313,34535,33309,34553,6,41553,33283,33447,33285,2009-04-01 13:41:05
37281,add_access,7093,34219,33538,33290,33536,33431,33291,6,33535,33283,33284,33285,2009-09-15 15:28:46
77158,add_access,8785,77159,36963,33290,33775,33345,34577,6,35788,33283,33323,33285,2008-11-26 08:46:53
59483,add_access,6898,33518,35217,35218,35215,9,33430,6,36776,33339,35215,33341,2010-06-22 14:20:23
44867,add_access,10734,44869,8,33290,37037,33431,34569,6,44868,33416,33529,33418,2010-01-15 10:16:21
76168,add_access,8090,76169,33777,33290,35374,33345,33461,6,42248,33426,33675,33428,2008-06-18 14:06:21
66629,remove_access,9811,52801,8,33290,40011,33326,33291,6,40923,33283,33323,33285,2010-02-09 15:25:04
61795,add_access,2301,33760,8,33296,34917,33345,11,6,43122,2,3,4,2008-07-01 16:00:40
40128,add_access,4580,40129,8,33290,33549,9,33526,6,34786,33521,34787,33523,2008-10-22 08:41:39
65059,add_access,7944,34918,8,33276,33485,33431,11,6,33484,2,3,4,2010-04-09 08:40:48
55296,add_access,3200,55297,36662,33290,36661,33431,33291,6,43239,33283,33284,33285,2008-07-16 13:42:23
74657,add_access,7185,33518,8,33388,34556,33289,33430,6,45527,33316,34024,33317,2007-07-27 10:55:21
49600,add_access,9722,49602,8,33904,35336,9,38385,6,49601,33426,35335,33428,2005-11-08 10:00:00
50405,add_access,9729,33336,8,33313,33307,33275,11,6,33561,2,3,4,2005-11-07 16:04:46
59943,remove_access,3163,59944,8,33290,34862,33289,33526,6,43308,33521,34861,33523,2009-10-22 15:13:16
70365,add_access,7828,33518,8,33290,36015,9,33430,6,36502,33283,35543,33285,2008-06-20 09:09:54
76468,add_access,8484,33947,8,33290,33731,9,33430,6,35395,2,33730,4,2009-04-01 11:17:19
35657,add_access,11144,35660,8,33290,35159,9,33526,6,35658,33521,35659,33523,2008-10-30 09:19:50
40962,add_access,3297,40963,8,33290,35796,33431,33291,6,35794,33283,35795,33285,2010-06-03 09:08:18
66374,add_access,10338,57036,8,33290,37490,9,33430,6,38077,33299,33395,33301,2010-07-23 09:25:50
45746,add_access,3123,45748,8,33290,35159,33326,33526,6,45747,33521,35659,33523,2008-07-28 08:37:43
75576,add_access,11336,49327,8,33290,34280,33345,33526,6,39175,33416,34279,33418,2006-09-27 16:32:52
40128,remove_access,8877,40129,8,33290,33549,9,33526,6,34786,33521,34787,33523,2010-03-17 13:33:21
73503,add_access,9002,73504,8,33290,48624,33345,33430,6,48623,33283,33447,33285,2008-11-11 11:23:09
64655,remove_access,9811,49557,8,33290,40264,33326,33347,6,46117,33347,35017,33502,2007-06-12 13:21:40
52586,add_access,10551,33442,8,33313,33438,33309,11,6,42496,2,3,4,2009-01-22 09:44:21
60696,add_access,11246,33518,8,33290,34251,9,33430,6,41788,2,33730,4,2006-03-20 14:07:49
70955,remove_access,11314,35375,8,33290,34891,33289,33450,6,63422,33299,33790,33301,2010-07-26 02:58:07
58211,add_access,6972,49687,8,33290,41152,33326,33526,6,58212,33521,41152,33523,2010-03-26 08:43:57
37910,remove_access,9335,37912,8,33290,35314,33345,33526,6,37911,33521,35314,33523,2008-06-21 19:03:37
50363,add_access,9949,33518,8,33290,36667,9,33430,6,42177,33339,34566,33341,2009-10-13 09:37:37
45985,remove_access,9287,45986,8,33290,33549,33289,33526,6,37900,33521,34787,33523,2010-07-16 18:24:29
66381,add_access,7101,33518,8,33290,36641,9,33430,6,40608,33283,34432,33285,2009-05-12 16:07:03
68010,add_access,10812,33518,8,33904,34251,9,33430,6,37166,2,33730,4,2009-07-10 15:24:26
33664,add_access,3927,33668,8,33290,33667,33431,33461,6,33665,33283,33666,33285,2010-03-15 09:30:55
61422,add_access,9670,35162,8,33369,33406,33289,33370,6,45608,2,33365,4,2008-08-19 10:39:14
76969,add_access,10739,46502,8,33290,38575,33326,33430,6,52345,33316,34024,33317,2006-03-08 09:22:16
65022,add_access,2301,7,8,33313,35285,33289,11,6,59005,2,3,4,2008-12-17 08:29:07
64440,add_access,8557,33518,8,33290,33798,9,33430,6,35697,33283,33447,33285,2009-10-30 10:10:43
54008,remove_access,10927,54009,8,33296,34200,9,33657,6,38171,2,33730,4,2010-08-08 04:23:07
39070,add_access,10791,33691,8,33290,33517,33431,33430,6,39071,33357,33458,33359,2007-06-14 09:29:27
46076,add_access,5546,46077,8,33290,34862,33431,33526,6,38229,33521,34861,33523,2010-03-08 15:53:13
45292,add_access,11106,35402,33344,33346,33598,9,33604,6,45293,33339,33895,33341,2009-07-27 11:38:07
41904,remove_access,10148,33947,8,33290,35374,9,33430,6,40115,33426,33675,33428,2007-02-27 22:44:22
72212,add_access,11334,72213,8,33290,33350,33431,34539,6,41401,33283,33885,33285,2007-11-30 08:17:18
37084,add_access,7189,37086,8,33290,35454,9,33461,6,37085,33426,35335,33428,2008-08-12 09:30:14
36618,add_access,9343,33518,8,33290,34752,33289,33430,6,36619,33299,34471,33301,2010-02-03 11:16:44
61249,add_access,3287,41783,8,33296,33769,33289,33347,6,41880,2,33768,4,2010-05-10 13:07:08
52971,add_access,3726,52972,8,33290,35207,33326,33526,6,41993,33521,34787,33523,2009-12-28 10:12:21
50201,add_access,3222,50203,8,33290,34862,33326,33526,6,50202,33521,34861,33523,2008-05-12 08:25:16
34854,add_access,3938,34858,8,33290,34857,9,34539,6,34855,33521,34856,33523,2008-10-22 08:36:59
48240,add_access,7588,33862,8,33320,42721,9,33863,6,42720,33316,33385,33317,2009-08-28 07:21:13
44047,add_access,9028,33518,8,33290,33621,9,33430,6,44048,33426,33621,33428,2010-06-16 11:47:08
60132,add_access,8762,60133,8,33904,34063,33431,33430,6,34062,2,33365,4,2009-07-23 10:51:19
53133,remove_access,8453,33336,8,33313,33307,33275,11,6,40816,2,3,4,2010-06-18 09:19:16
43984,add_access,6992,43986,8,33290,34412,33289,34780,6,43985,33283,34411,33285,2009-05-28 16:04:59
57133,add_access,11268,33336,8,33296,33438,33275,11,6,35692,2,3,4,2009-10-13 10:16:28
54426,add_access,3223,36978,8,33904,34063,33431,33604,6,41005,2,33365,4,2008-08-28 15:04:10
53044,add_access,8456,33518,8,33290,35571,9,33430,6,40930,33283,35570,33285,2010-03-22 13:38:38
36389,add_access,8048,34799,8,33290,34752,9,33430,6,34798,33299,34471,33301,2008-12-01 16:01:28
56022,add_access,4619,33376,8,33296,33375,33268,33270,6,38940,2,33265,4,2010-05-28 14:31:49
43084,add_access,4071,43086,8,33369,37239,33326,33370,6,43085,2,33365,4,2009-09-22 17:03:36
68983,remove_access,9733,33336,8,33313,33279,33275,11,6,34104,2,3,4,2008-06-12 04:11:27
68353,remove_access,10361,33518,35217,35218,35215,9,33430,6,44928,33339,35215,33341,2009-10-21 02:55:42
65897,add_access,9204,65898,8,33290,42268,33431,33863,6,49288,33299,33395,33301,2007-09-25 11:19:32
64717,add_access,4678,52258,8,33290,34328,33289,33678,6,47336,33316,34327,33317,2010-05-28 09:06:56
76141,add_access,10080,42848,8,33276,33485,33326,11,6,42612,2,3,4,2010-05-21 09:47:39
45292,add_access,7453,35402,33344,33346,33598,9,33604,6,45293,33339,33895,33341,2009-04-21 14:25:34
49188,add_access,1718,35375,8,33290,33866,9,33450,6,49189,33299,33866,33301,2009-11-04 08:24:48
46766,add_access,10981,33442,8,33269,33438,33309,11,6,41777,2,3,4,2009-11-03 08:33:44
70878,add_access,5591,35467,8,34210,34222,9,33968,6,38150,33416,34207,33418,2008-12-10 06:18:20
68268,add_access,9128,51741,8,33290,35018,33289,33347,6,49802,33347,35017,33502,2009-08-07 08:23:40
52885,add_access,8557,34936,8,33290,38881,9,33712,6,38880,33299,33601,33301,2008-08-25 09:16:40
73387,add_access,3033,72464,8,33290,33549,33268,33270,6,39801,33521,33265,33523,2008-07-02 08:53:41
46512,add_access,11122,33518,8,33290,34025,9,33430,6,37738,33316,34024,33317,2007-03-22 08:39:13
47046,add_access,7514,47047,8,33290,33775,33326,34577,6,40923,33283,33323,33285,2006-05-31 10:43:02
51661,add_access,9810,51662,8,33904,34611,34576,51663,6,34609,2,34610,4,2005-04-04 10:00:43
49155,add_access,8020,48351,8,33455,33453,33431,33678,6,36287,2,3,4,2007-09-25 21:27:05
69851,add_access,9667,69852,8,33904,34063,9,38385,6,46369,2,34012,4,2005-11-08 10:00:00
70074,add_access,1521,33622,8,33290,33517,9,33604,6,36397,33357,33458,33359,2008-03-03 08:29:22
64792,add_access,9723,33478,8,33290,34793,33431,33430,6,34792,33299,33601,33301,2005-11-07 16:20:55
74950,add_access,463,50023,8,33290,34573,33431,33291,6,50022,33283,34572,33285,2008-10-31 08:38:12
68918,add_access,8325,68919,8,34999,33318,33326,33863,6,38127,33316,33385,33317,2009-09-07 08:29:10
63848,remove_access,9175,33518,8,33290,34793,33431,33430,6,45661,33299,33601,33301,2008-01-29 12:58:06
65972,add_access,7130,65973,40163,33290,38008,33431,33291,6,50680,33283,40641,33285,2010-06-21 09:39:01
65642,add_access,8511,65643,8,33290,33902,9,33430,6,41447,2,33730,4,2010-01-14 09:42:02
68136,add_access,9552,42384,8,33290,33775,33289,34780,6,36343,33283,33323,33285,2009-10-16 08:24:22
38645,remove_access,9829,34201,8,10,34200,9,33657,6,38155,2,33730,4,2005-05-06 02:05:23
41904,add_access,10148,33947,8,33290,35374,9,33430,6,40115,33426,33675,33428,2008-02-04 20:55:35
53458,remove_access,6428,36877,8,33290,35454,33431,33430,6,46990,33426,35335,33428,2010-06-08 12:06:52
44329,add_access,10170,33691,8,33290,44332,9,33430,6,44330,33357,44331,33359,2007-03-23 14:34:48
55013,add_access,9880,55014,8,33904,36213,33326,33423,6,39687,2,34181,4,2005-11-08 10:00:00
59953,remove_access,11096,59954,59955,33290,34025,34576,34613,6,43480,33316,34024,33317,2006-09-26 01:50:28
52322,add_access,11313,52323,8,33313,33769,33289,33347,6,35845,2,33768,4,2009-10-12 16:48:32
64623,add_access,8252,45437,8,33290,39341,33289,33291,6,64624,33283,36494,33285,2009-12-28 23:37:37
54041,add_access,10835,33518,8,33290,34251,33431,33430,6,34451,2,33730,4,2008-02-25 15:28:41
46328,add_access,10083,7,8,33276,33485,9,11,6,46329,2,3,4,2010-01-07 10:16:33
51798,remove_access,9102,51800,8,34210,34208,9,11,6,51799,33416,34207,33418,2008-10-21 05:04:45
54766,add_access,8344,33518,8,33290,34025,33289,33430,6,49509,33316,34024,33317,2010-08-16 13:45:50
68185,add_access,2660,36296,8,33290,34573,33289,33291,6,36295,33283,34572,33285,2009-07-04 12:48:45
63412,add_access,10188,63413,8,33296,33375,33289,11,6,58177,2,3,4,2010-08-04 08:47:42
74627,add_access,7378,74628,8,33290,41291,33326,33461,6,44206,33339,36136,33341,2009-10-19 07:10:53
41793,add_access,11132,38335,8,33269,36385,33289,33863,6,38334,2,33730,4,2008-03-05 07:39:19
64305,add_access,3610,35162,8,33408,33366,33289,33370,6,44554,2,33365,4,2010-08-26 16:17:58
39188,add_access,3666,36827,8,33269,33266,33289,11,6,39189,2,3,4,2010-03-11 09:09:34
49562,add_access,7787,49563,8,38785,38783,33326,33461,6,38782,33283,33584,33285,2010-04-20 08:23:00
57845,add_access,5610,35480,8,34210,33366,33289,33930,6,38022,33416,34207,33418,2010-08-02 10:57:59
67213,remove_access,9334,67214,8,33290,33549,33289,33526,6,33548,33521,34787,33523,2008-10-13 13:33:45
54937,add_access,2548,33518,8,33290,38121,33289,33430,6,38120,2,34181,4,2008-07-01 16:01:55
75315,add_access,11077,75316,8,33313,36385,33431,33657,6,36384,2,33730,4,2008-06-11 08:41:08
42036,remove_access,9328,42037,8,33296,33438,33309,33678,6,39050,2,3,4,2009-03-23 15:32:32
60951,add_access,10237,33691,8,33290,33448,9,33430,6,33883,33283,33447,33285,2010-06-04 08:36:58
46671,add_access,9667,46672,8,33844,36556,33309,33930,6,36006,33426,33927,33428,2010-01-15 09:02:38
55636,remove_access,9814,44431,35217,33346,33598,33326,33430,6,38577,33339,33895,33341,2009-11-19 14:33:26
61149,add_access,7011,36431,8,33290,36928,9,33526,6,42549,33521,36927,33523,2009-04-28 09:20:57
72775,add_access,9958,54002,8,33290,36226,33431,34539,6,37748,33299,36226,33301,2010-02-04 14:49:11
37098,add_access,7696,33336,8,33313,33279,33275,11,6,34782,2,3,4,2010-06-03 08:20:06
69836,remove_access,8408,58609,8,33313,33467,33431,11,6,50117,2,3,4,2010-03-18 19:44:26
52979,add_access,9815,7,8,33313,39297,9,11,6,52980,2,3,4,2008-08-11 23:07:35
44501,add_access,10315,44503,8,33290,33517,33326,33430,6,44502,33357,33458,33359,2009-07-30 09:32:00
35654,remove_access,9287,35656,8,33290,33549,33309,33526,6,35655,33521,34787,33523,2010-07-19 20:05:07
71333,add_access,10596,36214,8,33904,36213,9,33833,6,48385,2,34181,4,2010-01-04 22:22:31
41374,remove_access,8425,33336,8,33313,33438,33275,11,6,35675,2,3,4,2009-10-17 11:27:11
57524,add_access,2660,36521,33777,33290,33775,9,33291,6,33774,33283,33323,33285,2009-04-10 13:46:02
75417,remove_access,10287,36824,8,33290,33517,33431,33430,6,54569,33357,33458,33359,2009-02-11 14:57:43
62363,add_access,9178,33518,8,33290,35132,9,33430,6,38201,33283,33447,33285,2010-03-29 13:11:51
34671,add_access,10141,34674,8,33408,34673,33309,33370,6,34672,33316,34256,33317,2009-08-17 12:41:04
67818,add_access,7378,67819,8,33290,35551,33431,34780,6,48048,33283,33584,33285,2010-05-03 17:22:38
53212,add_access,9454,33518,8,33290,37057,9,33430,6,53213,33316,34024,33317,2010-06-07 21:15:12
44096,remove_access,3666,33336,8,33269,33273,33275,11,6,33579,2,3,4,2010-01-04 10:58:21
62221,remove_access,8048,53552,8,33290,35374,33326,33430,6,49587,33426,33675,33428,2010-08-10 17:42:59
65599,add_access,11271,7,8,33313,33312,9,11,6,33950,2,3,4,2010-01-06 10:36:46
76969,add_access,11339,46502,8,33290,38575,33326,33430,6,52345,33316,34024,33317,2009-04-20 20:51:20
65917,add_access,11008,65918,8,33904,36213,33326,33423,6,39371,2,34181,4,2007-12-20 16:26:51
76356,add_access,9455,33518,8,33290,38575,9,33430,6,39424,33316,34024,33317,2009-09-28 14:49:22
33623,add_access,10734,33627,8,33290,33626,33289,33628,6,33624,33521,33625,33523,2008-05-19 08:22:31
71552,remove_access,9620,49327,8,33290,34979,33345,33526,6,45034,33521,34979,33523,2005-08-16 08:04:08
53622,add_access,3198,53623,8,33290,35427,34576,36052,6,36050,33521,35427,33523,2010-01-11 09:20:57
45396,add_access,8735,45397,8,33290,35228,9,33461,6,37497,33283,35227,33285,2010-07-22 16:58:15
50077,add_access,7112,33518,8,33290,35374,9,33430,6,36246,33426,33675,33428,2009-04-21 10:38:37
55639,remove_access,8557,33518,8,33290,33916,9,33430,6,36504,33416,33689,33418,2009-09-22 18:30:51
53129,add_access,3938,35895,8,33290,36730,33431,33526,6,45169,33521,38331,33523,2009-09-24 15:56:56
44549,add_access,11026,33518,8,33290,34134,9,33430,6,39077,33416,33476,33418,2008-08-20 10:36:15
53105,add_access,10411,34557,8,33290,35132,9,33430,6,53106,33283,33447,33285,2010-02-03 11:02:25
54990,add_access,6449,54991,8,33290,35132,33431,33423,6,37339,33283,33447,33285,2009-11-19 09:37:01
64956,add_access,3503,64957,8,33290,40045,33326,33347,6,50730,33347,36118,33502,2009-11-12 09:02:45
57661,add_access,9411,57662,8,33290,35516,33431,33461,6,45093,33416,33529,33418,2010-06-28 08:13:48
43089,remove_access,6466,43090,8,33290,33545,33268,33270,6,35024,33521,33544,33523,2009-01-29 15:32:53
57801,add_access,3510,57802,8,33290,36928,34576,36052,6,36050,33521,36927,33523,2009-10-12 09:43:10
70899,add_access,9722,70900,8,38785,38783,33431,33291,6,59160,33283,33584,33285,2005-11-08 10:00:00
45696,add_access,9810,45697,8,33290,36137,33345,33291,6,42121,33283,36136,33285,2005-11-08 10:00:00
61812,add_access,10783,44503,8,33290,35132,33326,33430,6,37339,33283,33447,33285,2008-07-14 14:22:08
60284,add_access,3203,35467,8,33844,33854,33431,33968,6,37903,33426,33853,33428,2009-10-20 17:19:59
62977,remove_access,9803,62978,8,33290,34012,33345,33526,6,37766,33521,34012,33523,2010-06-30 16:45:50
58807,add_access,10521,35402,8,33422,33828,9,34569,6,43024,33416,33689,33418,2009-12-22 16:42:19
44241,add_access,9150,35556,8,33844,33928,33309,33930,6,37312,33426,33927,33428,2009-03-02 16:38:36
62452,add_access,10069,33518,8,33290,35454,9,33430,6,35453,33426,35335,33428,2010-03-31 11:02:05
65201,add_access,10563,65202,8,33290,34319,33326,33526,6,35012,33521,35013,33523,2009-10-07 12:48:46
65758,add_access,2924,36978,8,33290,39452,33431,33604,6,56357,33283,33447,33285,2008-05-08 08:48:50
59714,add_access,3221,36089,8,33290,36088,33345,33526,6,46521,33521,36087,33523,2010-05-24 08:35:53
71425,add_access,10745,39732,8,33313,34535,33309,34553,6,41553,33283,33447,33285,2010-03-24 08:40:34
67249,add_access,11132,35120,8,33313,34200,33289,33657,6,42144,2,33730,4,2007-12-12 01:51:30
43415,remove_access,8453,33308,8,33313,33307,33309,11,6,42097,2,3,4,2010-04-08 08:48:39
47912,add_access,9652,39634,8,33369,33406,33289,33370,6,34098,2,33365,4,2010-04-12 12:25:26
74978,add_access,8628,40783,8,33313,36385,33289,33657,6,42144,2,33730,4,2009-07-16 09:46:49
60344,add_access,3141,60346,8,33290,34862,33431,33526,6,60345,33521,34861,33523,2009-09-24 15:25:00
77028,add_access,6428,36877,37706,33290,35600,33431,33430,6,37110,33283,34432,33285,2009-12-28 09:27:28
50743,add_access,4865,37551,8,33313,33769,9,33347,6,36654,2,33768,4,2009-07-31 05:02:14
39148,add_access,7013,36929,8,33290,36730,33431,33526,6,39149,33521,38331,33523,2009-07-21 14:28:26
76444,add_access,10237,33622,8,33290,33448,33431,33604,6,39451,33283,33447,33285,2008-02-15 08:20:46
77872,add_access,8557,43407,8,33296,33279,33309,11,6,50328,2,3,4,2010-04-27 04:39:32
42579,remove_access,3038,36521,8,33290,42582,33431,38385,6,42580,33316,42581,33317,2009-08-05 20:56:43
42719,remove_access,9722,33862,8,33290,42721,33431,33863,6,42720,33316,33385,33317,2005-07-06 01:07:19
76455,add_access,7453,33518,33344,33346,33598,9,33430,6,34032,33339,33895,33341,2005-11-08 10:00:00
75524,add_access,5475,67214,8,33290,33549,33289,33526,6,52891,33521,34787,33523,2009-12-01 10:10:52
62939,add_access,9105,34918,8,33313,33467,33431,11,6,37531,2,3,4,2009-01-13 07:15:58
50651,remove_access,9803,33336,8,33269,33307,33275,11,6,33858,2,3,4,2009-01-08 06:27:31
53610,add_access,3503,34936,8,33290,35212,33289,33712,6,37365,33347,37549,33502,2009-03-02 11:02:27
60834,add_access,10925,33442,8,33276,33438,33309,11,6,38660,2,3,4,2008-02-08 16:45:11
45795,add_access,6512,33862,8,33290,42721,33289,33863,6,42720,33316,33385,33317,2010-08-02 10:32:50
70740,remove_access,3689,7,8,33296,33553,9,11,6,55935,2,3,4,2009-07-14 14:58:13
45321,remove_access,9670,45322,8,33369,33366,33289,33370,6,36470,2,33365,4,2006-02-10 09:46:39
56945,add_access,10506,56946,8,33422,37780,33326,33628,6,45129,33416,33417,33418,2009-04-10 08:27:08
44507,add_access,11282,33280,8,33313,33307,33268,33270,6,35510,2,33265,4,2010-06-01 09:40:33
41501,remove_access,5728,37350,8,33408,33366,33309,33370,6,37349,2,33365,4,2009-12-23 14:49:07
48272,add_access,7801,41560,8,33290,34862,33345,33526,6,45267,33521,34861,33523,2010-07-26 19:21:31
55902,remove_access,9620,55903,8,33290,48624,34576,34613,6,34571,33283,33447,33285,2005-08-16 08:07:47
65393,add_access,3149,65394,8,33290,33549,33326,33526,6,37283,33521,34787,33523,2009-04-07 08:57:24
71619,add_access,9773,33336,8,33313,33438,33275,11,6,33630,2,3,4,2005-11-04 17:14:12
64931,add_access,1583,33518,8,33290,35612,9,33430,6,45765,33416,33529,33418,2007-03-27 14:17:58
50667,remove_access,9678,35162,8,33369,33366,33289,33370,6,37875,2,33365,4,2008-06-17 11:30:30
48534,add_access,5241,41743,8,33290,36088,33431,33526,6,36993,33521,36087,33523,2009-11-27 09:33:29
74399,add_access,9669,66683,8,38785,38783,33431,33291,6,59160,33283,33584,33285,2006-09-27 11:37:16
75727,remove_access,10285,75728,8,33904,33902,33431,33430,6,36580,2,33730,4,2005-04-19 16:11:31
53400,remove_access,9810,34936,8,33290,45499,33431,33712,6,53401,33357,33358,33359,2005-05-09 11:47:35
49437,remove_access,9811,42928,36228,33290,34412,33289,33291,6,42927,33283,34411,33285,2008-04-04 15:25:31
75721,remove_access,8733,75723,8,33290,75722,33309,33678,6,34581,33299,34397,33301,2008-12-10 10:46:50
75892,add_access,3123,51409,33344,33346,35027,33345,33526,6,33338,33339,33895,33341,2008-07-28 08:37:43
48047,add_access,10416,48049,8,33290,45062,33431,33291,6,48048,33283,33584,33285,2008-10-28 12:04:06
56718,add_access,5366,56719,8,33269,33769,33368,33712,6,41249,2,33768,4,2008-11-07 08:28:13
71835,add_access,3221,71836,8,33290,36730,33326,33526,6,39175,33521,38331,33523,2008-08-11 10:29:10
64981,add_access,10110,33518,8,33290,33731,9,33430,6,1824,2,33730,4,2010-08-30 17:01:15
48593,add_access,10583,44431,8,33290,33866,33326,33430,6,46103,33299,33866,33301,2007-09-06 09:47:51
52816,add_access,9813,33464,8,33313,33438,33309,33403,6,33463,2,3,4,2005-11-07 16:28:02
65660,remove_access,8791,33518,8,33290,34752,9,33430,6,38356,33299,34471,33301,2007-06-26 14:18:36
69715,add_access,10379,33604,8,33290,35768,33326,33863,6,36893,33316,33385,33317,2008-05-21 05:33:18
52897,remove_access,2531,33518,8,33290,40207,33431,33430,6,41529,33339,35272,33341,2009-06-12 13:56:32
61356,add_access,10602,33518,8,33290,33621,9,33430,6,33946,33426,33621,33428,2010-03-18 11:29:22
52228,add_access,2292,46748,8,33290,37667,33289,33657,6,37666,33299,33395,33301,2009-11-30 10:53:33
76137,add_access,8250,76138,8,33904,42245,33326,33657,6,52520,2,33730,4,2009-05-06 04:29:21
62086,add_access,9674,46183,8,33369,37239,33431,33370,6,57740,2,33365,4,2010-03-24 08:40:45
60088,add_access,9619,60089,8,33290,38881,34576,34613,6,37093,33299,33601,33301,2006-05-21 07:30:54
45221,add_access,3610,45222,33584,33290,34381,33345,34577,6,36460,33283,33584,33285,2010-08-26 16:17:52
42260,add_access,3144,36431,8,33290,36928,9,33526,6,42261,33521,36927,33523,2009-03-13 08:31:02
71218,add_access,7751,55863,33751,33290,33667,33431,33291,6,39095,33283,33666,33285,2010-05-04 08:27:12
70782,add_access,7110,70784,8,33290,35835,33431,37073,6,70783,33316,33385,33317,2010-06-04 09:20:26
57078,add_access,11008,57079,8,33408,38594,33326,33423,6,40686,2,3,4,2008-09-08 21:43:29
60201,remove_access,6097,33691,8,33290,40724,33289,33430,6,53149,33416,35971,33418,2010-08-31 09:22:23
37219,remove_access,8892,33518,8,33290,34251,33289,33430,6,34387,2,33730,4,2010-07-07 10:55:35
62415,add_access,8152,62417,8,33408,33366,33309,33450,6,62416,2,33365,4,2009-11-30 08:38:35
37439,add_access,7190,37441,8,33290,36964,9,33291,6,37440,33283,36963,33285,2009-07-21 16:27:12
39129,add_access,9333,39131,8,33290,34862,9,33526,6,39130,33521,34861,33523,2005-10-14 14:59:25
41195,add_access,9695,34178,8,33320,35768,33431,33863,6,36893,33316,33385,33317,2005-11-08 10:00:00
65308,add_access,10502,33622,8,33422,34543,33431,33604,6,36267,33416,34542,33418,2008-07-31 16:06:42
57761,add_access,9810,34936,8,33290,33621,9,33712,6,57762,33426,33621,33428,2005-11-08 10:00:00
57407,add_access,8602,33308,8,33455,33279,33309,11,6,35054,2,3,4,2008-11-27 10:23:59
34570,remove_access,9620,34574,34575,33290,34573,34576,34577,6,34571,33283,34572,33285,2005-08-16 08:06:45
49822,add_access,9424,39726,8,33388,35491,33431,38612,6,38610,33316,34256,33317,2009-08-05 15:34:10
53474,add_access,11292,33336,8,33269,33279,33275,11,6,36810,2,3,4,2009-10-21 07:21:20
73914,add_access,10160,73915,8,33290,35374,33345,37073,6,42248,33426,33675,33428,2010-06-14 08:45:28
71780,add_access,5241,71781,8,33290,33667,33345,34577,6,38990,33283,33666,33285,2010-02-22 10:19:40
